# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	587772	588770	-	LPARA_00565	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034Q4
contig_1	cds	588989	589471	+	LPARA_00566	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034Q5
contig_1	cds	589489	590268	+	LPARA_00567	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A826HSR3
contig_1	cds	590265	590834	+	LPARA_00568	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J3C127
contig_1	cds	590821	591717	+	LPARA_00569	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A829TPW7
contig_1	cds	591835	592086	+	LPARA_00570	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034Q9
contig_1	cds	592270	593220	+	LPARA_00571	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A422LZN1
contig_1	cds	593275	594153	+	LPARA_00572	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K1MX06
contig_1	cds	594243	595004	-	LPARA_00573	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034R2
contig_1	cds	594997	595647	-	LPARA_00574	434.0	4.6e-154	1.0	1.0	0.995	UniRef:UniRef90_Q034R3
contig_1	cds	595881	596729	+	LPARA_00575	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0C9QC41
contig_1	cds	596726	597919	+	LPARA_00576	738.0	5.4e-268	0.945	0.931	0.997	UniRef:UniRef90_A0A829H0A1
contig_1	cds	598059	599447	+	LPARA_00577	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002978476
contig_1	cds	599545	600519	+	LPARA_00578	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034R6
contig_1	cds	600815	601153	+	LPARA_00579	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00189121AB
contig_1	cds	601316	601816	-	LPARA_00580	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAP9HJ71
contig_1	cds	601998	602369	-	LPARA_00581	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034S0
contig_1	cds	602432	603490	-	LPARA_00582	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034S1
contig_1	cds	603562	604014	+	LPARA_00583	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6RMN3
contig_1	cds	604023	605375	-	LPARA_00584	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034S3
contig_1	cds	605365	606213	-	LPARA_00585	549.0	2.8e-197	1.0	1.0	0.989	UniRef:UniRef90_A0A0K1L2M0
contig_1	cds	606394	606840	+	LPARA_00586	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034S5
contig_1	cds	606884	607564	+	LPARA_00587	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K1MWZ5
contig_1	cds	607982	608863	+	LPARA_00588	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034S7
contig_1	cds	609103	610707	+	LPARA_00589	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034S8
contig_1	cds	611220	612479	+	LPARA_00590	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034S9
contig_1	cds	612575	612826	+	LPARA_00591	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034T0
contig_1	cds	613208	613636	-	LPARA_00592	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034T2
contig_1	cds	613736	614413	+	LPARA_00593	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K1L284
contig_1	cds	614410	615054	-	LPARA_00594	438.0	1.2e-155	1.0	0.995	0.981	UniRef:UniRef90_Q034T4
contig_1	cds	615313	616077	+	LPARA_00595	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034T5
contig_1	cds	616138	617526	+	LPARA_00596	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K1L2Y1
contig_1	cds	617826	619334	+	LPARA_00597	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034T7
contig_1	cds	619504	619878	+	LPARA_00598	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034T8
contig_1	cds	619865	621001	+	LPARA_00599	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B3WAR0
contig_1	cds	621069	621317	+	LPARA_00600	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034U0
contig_1	cds	621337	621720	+	LPARA_00601	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034U1
contig_1	cds	621904	622425	+	LPARA_00602	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001159226A
contig_1	cds	622699	627156	+	LPARA_00603	2944.0	0.0	1.003	1.0	0.995	UniRef:UniRef90_A0A858WT59
contig_1	cds	627292	628725	+	LPARA_00604	976.0	0.0	1.0	1.0	0.998	UniRef:UniRef90_Q034U4
contig_1	cds	628854	629558	-	LPARA_00605	464.0	3.7e-165	1.013	1.0	0.979	UniRef:UniRef90_Q034U6
contig_1	cds	629834	630499	-	LPARA_00606	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034U8
contig_1	cds	631001	632371	-	LPARA_00607	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034U9
contig_1	cds	632777	633757	-	LPARA_00608	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P00343
contig_1	cds	634431	634988	+	LPARA_00609	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B3WAP7
contig_1	cds	635061	638585	+	LPARA_00610	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00019C8AC3
contig_1	cds	638706	640283	+	LPARA_00611	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034V3
contig_1	cds	640287	640550	+	LPARA_00612	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034V4
contig_1	cds	640620	641051	+	LPARA_00613	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034V5
contig_1	cds	641407	641892	+	LPARA_00614	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034V6
contig_1	cds	641970	643280	+	LPARA_00615	832.0	5.9e-304	1.0	1.0	0.991	UniRef:UniRef90_Q034V7
contig_1	cds	643277	643822	+	LPARA_00616	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q034V8
contig_1	cds	643884	646031	+	LPARA_00617	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A806LD55
contig_1	cds	646439	647338	+	LPARA_00618	570.0	3.0e-205	1.0	1.0	0.990	UniRef:UniRef90_Q034W4
contig_1	cds	647595	648479	+	LPARA_00619	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B3WAN3
contig_1	cds	648542	649543	+	LPARA_00620	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A422LZV9
contig_1	cds	649680	651179	+	LPARA_00621	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_S4ZQV2
contig_2	cds	141	1091	-	LPARA_00622	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0C9PXE5
contig_2	cds	1381	3063	-	LPARA_00623	1073.0	0.0	0.984	0.963	0.991	UniRef:UniRef90_Q039P1
contig_2	cds	3068	3280	-	LPARA_00624	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039P0
contig_2	cds	3900	4349	+	LPARA_00625	271.0	1.4e-91	0.993	0.974	0.986	UniRef:UniRef90_A0A829GF45
contig_2	cds	4380	4673	+	LPARA_00626	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_S2R7Z6
contig_2	cds	4737	5291	-	LPARA_00627	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039N7
contig_2	ncRNA-region	5683	5846	+	-	124.4	7.8e-20	-	-	-	RFAM:RF00380
contig_2	cds	6064	6879	+	LPARA_00628	489.0	3.5e-174	1.0	1.0	0.996	UniRef:UniRef90_A0A8B3GUF5
contig_2	cds	7140	8252	+	LPARA_00629	730.0	4.1e-266	1.0	1.0	0.997	UniRef:UniRef90_A0A171J9C0
contig_2	cds	8255	9232	+	LPARA_00630	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K1KZA4
contig_2	cds	9250	10914	+	LPARA_00631	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003436492
contig_2	cds	10917	12320	+	LPARA_00632	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343729B
contig_2	cds	12557	13447	+	LPARA_00633	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAX1W8D6
contig_2	cds	13437	13718	+	LPARA_00634	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039N0
contig_2	cds	13721	14512	+	LPARA_00635	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039M9
contig_2	cds	14771	16615	+	LPARA_00636	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039M8
contig_2	cds	16855	18024	+	LPARA_00637	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAP5HLR2
contig_2	cds	18017	21454	+	LPARA_00638	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003435454
contig_2	cds	21451	21828	+	LPARA_00639	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A422M5Y8
contig_2	cds	21815	22381	+	LPARA_00640	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039M4
contig_2	cds	22374	22877	+	LPARA_00641	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039M3
contig_2	cds	22933	23937	+	LPARA_00642	637.0	3.6e-230	1.0	0.928	0.994	UniRef:UniRef90_A0A826HHW9
contig_2	cds	24051	24734	+	LPARA_00643	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343C951
contig_2	cds	24731	26935	+	LPARA_00644	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0021A74720
contig_2	cds	26922	27965	+	LPARA_00645	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039L5
contig_2	cds	28056	28310	-	LPARA_00646	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039L4
contig_2	cds	28558	28827	+	LPARA_00647	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039L3
contig_2	cds	29019	29714	+	LPARA_00648	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343E2EC
contig_2	cds	29890	31572	+	LPARA_00649	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039L1
contig_2	cds	31659	32570	+	LPARA_00650	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343A8EE
contig_2	cds	32781	33971	+	LPARA_00651	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039K9
contig_2	cds	34425	36161	+	LPARA_00652	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0033956378
contig_2	cds	36352	37689	+	LPARA_00653	668.0	4.6e-239	0.996	0.993	0.876	UniRef:UniRef90_Q039K4
contig_2	cds	37884	39134	+	LPARA_00654	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J3C4X6
contig_2	cds	39352	39948	+	LPARA_00655	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039K2
contig_2	cds	39952	40242	+	LPARA_00656	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039K1
contig_2	cds	40286	40447	-	LPARA_00657	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J3C1L0
contig_2	cds	40602	42059	+	LPARA_00658	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A243PPZ9
contig_2	cds	42049	42795	+	LPARA_00659	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039J8
contig_2	cds	42972	44780	+	LPARA_00660	1144.0	0.0	1.0	0.980	0.963	UniRef:UniRef90_Q039J7
contig_2	cds	45155	47125	-	LPARA_00661	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1V0Q3H9
contig_2	cds	47135	48049	-	LPARA_00662	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039J5
contig_2	cds	48046	48795	-	LPARA_00663	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039J4
contig_2	cds	49044	50330	+	LPARA_00664	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039J3
contig_2	cds	50385	52364	+	LPARA_00665	1278.0	0.0	1.0	0.992	0.995	UniRef:UniRef90_A0A422M5H2
contig_2	cds	52593	53555	+	LPARA_00666	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039J0
contig_2	cds	53599	54384	+	LPARA_00667	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039I9
contig_2	cds	54398	54733	+	LPARA_00668	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039I8
contig_2	cds	55090	57696	+	LPARA_00669	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1S2AJG1
contig_2	cds	57877	58068	+	LPARA_00670	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039I6
contig_2	cds	58425	58976	+	LPARA_00671	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6S2I9
contig_2	cds	58973	60526	+	LPARA_00672	1039.0	0.0	1.0	1.0	0.998	UniRef:UniRef90_K6QQI8
contig_2	cds	60569	61480	+	LPARA_00673	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A826HHT7
contig_2	cds	61588	61782	-	LPARA_00674	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039I2
contig_2	cds	61878	65174	+	LPARA_00675	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343AB02
contig_2	cds	65286	66245	+	LPARA_00676	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039I0
contig_2	cds	66304	68070	+	LPARA_00677	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6XBK1
contig_2	cds	68295	68756	+	LPARA_00678	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039H8
contig_2	cds	68796	69674	+	LPARA_00679	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003438167
contig_2	cds	69679	70560	+	LPARA_00680	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034376D1
contig_2	cds	70814	71200	+	LPARA_00681	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039H5
contig_2	cds	71175	71900	+	LPARA_00682	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039H4
contig_2	cds	71900	72520	+	LPARA_00683	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039H3
contig_2	cds	72504	73247	+	LPARA_00684	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343D24A
contig_2	ncRNA-region	73335	73453	+	-	112.2	6.7e-19	-	-	-	RFAM:RF00050
contig_2	cds	73550	74128	+	LPARA_00685	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F4ED269
contig_2	cds	74275	74532	-	LPARA_00686	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K1KZ47
contig_2	cds	74598	75578	+	LPARA_00687	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_S2RNE6
contig_2	cds	75565	76974	+	LPARA_00688	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0C9PPI0
contig_2	cds	77033	77653	+	LPARA_00689	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039G7
contig_2	cds	77719	78384	+	LPARA_00690	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039G6
contig_2	cds	78472	79791	+	LPARA_00691	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6QFT6
contig_2	cds	79881	81188	+	LPARA_00692	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B3WE80
contig_2	cds	81432	81707	+	LPARA_00693	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039G3
contig_2	cds	81952	83220	+	LPARA_00694	813.0	4.1e-297	1.0	1.0	0.993	UniRef:UniRef90_A0A806LHZ6
contig_2	cds	83231	84109	-	LPARA_00695	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039G1
contig_2	cds	84213	85409	+	LPARA_00696	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F4EB049
contig_2	cds	85547	86002	+	LPARA_00697	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039F9
contig_2	cds	86098	87990	+	LPARA_00698	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A829TSU2
contig_2	cds	88019	88969	+	LPARA_00699	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAP9HHE3
contig_2	cds	89097	89588	+	LPARA_00700	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003437705
contig_2	cds	89743	90384	-	LPARA_00701	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A243PQ48
contig_2	cds	90546	91430	+	LPARA_00702	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A243PQ72
contig_2	cds	91767	92612	+	LPARA_00703	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1V0Q3J2
contig_2	cds	92618	93247	+	LPARA_00704	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039F2
contig_2	cds	93318	93794	+	LPARA_00705	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039F1
contig_2	cds	93794	94036	+	LPARA_00706	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039F0
contig_2	cds	94062	95447	+	LPARA_00707	846.0	1.5e-308	1.0	0.954	0.985	UniRef:UniRef90_A0A422M6I5
contig_2	cds	95542	95856	+	LPARA_00708	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A422MAX4
contig_2	cds	96009	96869	+	LPARA_00709	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039E7
contig_2	cds	96844	97611	+	LPARA_00710	500.0	7.8e-179	1.0	1.0	0.996	UniRef:UniRef90_Q039E6
contig_2	cds	97673	98488	+	LPARA_00711	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039E5
contig_2	cds	98758	100842	+	LPARA_00712	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J3BYP0
contig_2	cds	101274	102593	+	LPARA_00713	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003434208
contig_2	cds	102718	103614	+	LPARA_00714	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003435A43
contig_2	cds	103862	104386	+	LPARA_00715	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039E0
contig_2	cds	104430	105839	+	LPARA_00716	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1V0Q3Y0
contig_2	cds	105875	106753	+	LPARA_00717	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039D8
contig_2	cds	106835	107458	-	LPARA_00718	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039D7
contig_2	cds	107976	109988	+	LPARA_00719	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J3BYP9
contig_2	cds	109995	112439	+	LPARA_00720	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003438D21
contig_2	cds	112691	114952	+	LPARA_00721	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039D4
contig_2	cds	115084	115935	+	LPARA_00722	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039D2
contig_2	cds	116060	117028	+	LPARA_00723	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039D1
contig_2	cds	117058	117990	+	LPARA_00724	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343CEDB
contig_2	cds	119142	120254	+	LPARA_00725	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0005EAC9DF
contig_2	cds	120361	120714	+	LPARA_00726	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039C8
contig_2	cds	120782	122773	-	LPARA_00727	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343D13C
contig_2	cds	122770	123540	-	LPARA_00728	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039C6
contig_2	cds	123634	124590	-	LPARA_00729	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A422LKB5
contig_2	cds	124587	125279	-	LPARA_00730	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A422LKB9
contig_2	cds	125576	126640	+	LPARA_00731	665.0	2.7e-240	1.0	0.885	0.994	UniRef:UniRef90_Q039C3
contig_2	cds	126877	127272	-	LPARA_00732	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAW6A8P9
contig_2	cds	127275	127673	-	LPARA_00733	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0C9NY50
contig_2	cds	127894	128529	-	LPARA_00734	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039B9
contig_2	cds	128798	129889	-	LPARA_00735	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAW6A5X0
contig_2	cds	129973	130305	-	LPARA_00736	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B3WEC9
contig_2	cds	130302	130634	-	LPARA_00737	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B3WED0
contig_2	cds	130631	131389	-	LPARA_00738	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F4ED2E7
contig_2	cds	131391	132107	-	LPARA_00739	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J3C1V4
contig_2	cds	132085	132711	-	LPARA_00740	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343A690
contig_2	cds	132712	133296	-	LPARA_00741	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B3WED4
contig_2	cds	133300	134592	-	LPARA_00742	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034334D4
contig_2	cds	134589	135224	-	LPARA_00743	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B3WED6
contig_2	cds	135221	136369	-	LPARA_00744	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343DB35
contig_2	ncRNA-region	136495	136749	-	-	117.2	4.7e-16	-	-	-	RFAM:RF00230
contig_2	cds	136940	138037	-	LPARA_00745	708.0	1.5e-257	1.008	1.0	0.981	UniRef:UniRef90_Q039A8
contig_2	cds	138606	139166	-	LPARA_00746	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6QFZ4
contig_2	cds	139216	140082	-	LPARA_00747	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039A6
contig_2	cds	140236	141939	+	LPARA_00748	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A829TET1
contig_2	cds	141985	142296	+	LPARA_00749	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034377FF
contig_2	cds	142357	143505	-	LPARA_00750	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6RU03
contig_2	cds	143520	144464	-	LPARA_00751	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q039A2
contig_2	cds	144558	145883	-	LPARA_00752	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003434779
contig_2	cds	145901	146887	-	LPARA_00753	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000E5A0662
contig_2	cds	147027	148031	-	LPARA_00754	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343EE14
contig_2	cds	148049	149464	-	LPARA_00755	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343BC53
contig_2	cds	149461	150582	-	LPARA_00756	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J3C1F2
contig_2	cds	150579	151430	-	LPARA_00757	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343C5EB
contig_2	cds	151980	152621	-	LPARA_00758	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q038Z5
contig_2	cds	152614	153333	-	LPARA_00759	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A829GVZ6
contig_2	cds	153330	154205	-	LPARA_00760	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F4E3340
contig_2	cds	154366	157548	-	LPARA_00761	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K1MUT2
contig_2	cds	157551	158633	-	LPARA_00762	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q038Z1
contig_2	cds	158793	160058	-	LPARA_00763	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A422MKC8
contig_2	cds	160062	161003	-	LPARA_00764	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q038Y9
contig_2	cds	160990	162297	-	LPARA_00765	803.0	1.5e-292	1.0	1.0	0.966	UniRef:UniRef90_Q038Y8
contig_2	cds	162299	162847	-	LPARA_00766	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q038Y7
contig_2	cds	163174	164094	-	LPARA_00767	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343BC13
contig_2	cds	164094	164558	-	LPARA_00768	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q038Y5
contig_2	cds	164669	166342	-	LPARA_00769	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q038Y4
contig_2	cds	166355	166759	-	LPARA_00770	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0C9QAS2
contig_2	cds	166784	167182	+	LPARA_00771	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K1KZC2
contig_2	cds	167423	168025	-	LPARA_00772	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_S4ZNX3
contig_2	cds	168335	169804	+	LPARA_00773	905.0	0.0	1.0	1.0	0.920	UniRef:UniRef90_A0A5R8LLU8
contig_2	cds	169873	170199	-	LPARA_00774	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0C9PPP3
contig_2	cds	170351	171802	-	LPARA_00775	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F4DB56F
contig_2	cds	172176	172406	+	LPARA_00776	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q038X7
contig_2	cds	172476	174647	+	LPARA_00777	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343C435
contig_2	cds	174700	175680	+	LPARA_00778	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q038X5
contig_2	cds	175756	176637	-	LPARA_00779	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034338BA
contig_2	cds	176865	178769	-	LPARA_00780	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343C838
contig_2	cds	179009	180022	+	LPARA_00781	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6QG46
contig_2	cds	180136	180363	-	LPARA_00782	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J3BYF2
contig_2	cds	180519	181454	-	LPARA_00783	597.0	1.7e-215	1.003	0.997	0.978	UniRef:UniRef90_Q038W9
contig_2	cds	181590	182732	-	LPARA_00784	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003433BA4
contig_2	ncRNA	183155	183520	-	LPARA_00785	311.5	2.1e-36	-	-	-	RFAM:RF00011
contig_2	cds	183533	183928	-	LPARA_00786	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q038W7
contig_2	cds	183984	184559	-	LPARA_00787	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B3WEI1
